evolution$generation,evolution$evaluated,seed,generator,objective$c1avg,objective$c1std,objective$c2avg,objective$c2std,objective$c3avg,objective$c3std,generator,seed,c3avg,c2avg,c1avg,c3std,c2std,c1std
2100,2100,-42076.697404210994,split,0.22799654562726243,0.1347878248461409,0.7222165823495943,0.1944829458789353,41.22450810726686,12.22535869905878,split,-42076.697404210994,41.22450810726686,0.7222165823495943,0.22799654562726243,12.22535869905878,0.1944829458789353,0.1347878248461409
2100,2100,99062.98595806412,split,0.4580064609553955,0.36138310193933815,0.22289818551234158,0.258145126226752,25.887346520355145,28.84143659386259,split,99062.98595806412,25.887346520355145,0.22289818551234158,0.4580064609553955,28.84143659386259,0.258145126226752,0.36138310193933815
2100,2100,-54779.52504989089,random,0.16258185735286587,0.12514025873638832,0.6586732789198786,0.13684036161378096,15.431426365029415,17.88531694657838,random,-54779.52504989089,15.431426365029415,0.6586732789198786,0.16258185735286587,17.88531694657838,0.13684036161378096,0.12514025873638832
2100,2100,-42989.45415713855,random,0.5646238457066322,0.2994227201510324,0.5443402399075887,0.35275899304432073,58.52090566944246,0.5464985267391315,random,-42989.45415713855,58.52090566944246,0.5443402399075887,0.5646238457066322,0.5464985267391315,0.35275899304432073,0.2994227201510324
2100,2100,-100000.0,zipf,0.4461857751805838,0.39429325204790255,0.1658960649247712,0.053831395924410726,83.94989042236551,1.0269392845341925,zipf,-100000.0,83.94989042236551,0.1658960649247712,0.4461857751805838,1.0269392845341925,0.053831395924410726,0.39429325204790255
2100,2100,71803.93550472762,split,0.4970363069663942,0.4470879892754289,0.5045072255133745,0.4260380591884833,42.866286398417635,37.734747970554544,split,71803.93550472762,42.866286398417635,0.5045072255133745,0.4970363069663942,37.734747970554544,0.4260380591884833,0.4470879892754289
2100,2100,100000.0,random,0.6125216225188651,0.06815965112018513,0.6212256174293597,0.16612644296837006,12.806996587716418,8.620429149647302,random,100000.0,12.806996587716418,0.6212256174293597,0.6125216225188651,8.620429149647302,0.16612644296837006,0.06815965112018513
2100,2100,-48880.12946910323,uniform,0.44317696734343587,0.2726733662808765,0.692608463056366,0.3064516860048338,28.27387884765405,23.166025846564192,uniform,-48880.12946910323,28.27387884765405,0.692608463056366,0.44317696734343587,23.166025846564192,0.3064516860048338,0.2726733662808765
2100,2100,-51818.104747388956,zipf,0.6923070503402365,0.11469021346609273,0.717150918855943,0.057887291160896706,54.167728949663655,0.7294479977134058,zipf,-51818.104747388956,54.167728949663655,0.717150918855943,0.6923070503402365,0.7294479977134058,0.057887291160896706,0.11469021346609273
2100,2100,-56999.235272197075,zipf,0.781179113618345,0.08292273775012188,0.07506688724483512,0.02323959520735753,53.7208742626038,36.01774068429727,zipf,-56999.235272197075,53.7208742626038,0.07506688724483512,0.781179113618345,36.01774068429727,0.02323959520735753,0.08292273775012188
2100,2100,-26514.277779667522,random,0.43297892506291186,0.2922978587981509,0.5086396849513974,0.3145292382714044,57.77448522431704,26.459406820501925,random,-26514.277779667522,57.77448522431704,0.5086396849513974,0.43297892506291186,26.459406820501925,0.3145292382714044,0.2922978587981509
2100,2100,41537.31772879549,uniform,0.5052609543363856,0.003527239063758005,0.9244974430330178,0.11142195401981579,69.05009345261625,29.40343411173693,uniform,41537.31772879549,69.05009345261625,0.9244974430330178,0.5052609543363856,29.40343411173693,0.11142195401981579,0.003527239063758005
2100,2100,52129.99185461775,random,0.8272442270894509,0.08775421630908825,0.3272743716925192,0.17940690060886327,56.256637600726116,12.935288869324667,random,52129.99185461775,56.256637600726116,0.3272743716925192,0.8272442270894509,12.935288869324667,0.17940690060886327,0.08775421630908825
2100,2100,-39691.610387392975,random,0.21362628944971246,0.14504579113091728,0.6398885221668219,0.14516158771197585,25.494010017500024,13.659170322101906,random,-39691.610387392975,25.494010017500024,0.6398885221668219,0.21362628944971246,13.659170322101906,0.14516158771197585,0.14504579113091728
2100,2100,-40612.695693424874,uniform,0.4237897805257342,0.36899948566470575,0.45996510934626017,0.13061070840392278,25.84294545020643,18.585859352903608,uniform,-40612.695693424874,25.84294545020643,0.45996510934626017,0.4237897805257342,18.585859352903608,0.13061070840392278,0.36899948566470575
