evolution$generation,evolution$evaluated,seed,generator,objective$c1avg,objective$c1std,objective$c2avg,objective$c2std,objective$c3avg,objective$c3std,generator,seed,c3avg,c2avg,c1avg,c3std,c2std,c1std
100,100,27325.766788088906,zipf,0.8431055417468325,0.08191844075524049,0.7956683549391282,0.1042877398563324,86.68631564585749,7.393993262133304,zipf,27325.766788088906,86.68631564585749,0.7956683549391282,0.8431055417468325,7.393993262133304,0.1042877398563324,0.08191844075524049
100,100,83147.27275754191,zipf,0.31863175930755155,0.1754886169322272,0.4604812834167643,0.3951807947100948,32.03067954298,9.365700886202715,zipf,83147.27275754191,32.03067954298,0.4604812834167643,0.31863175930755155,9.365700886202715,0.3951807947100948,0.1754886169322272
100,100,-11387.013913923074,uniform,0.38040336634528704,0.2712262787443888,0.5965120347361615,0.29622906165557095,36.14126516977146,26.33262187636549,uniform,-11387.013913923074,36.14126516977146,0.5965120347361615,0.38040336634528704,26.33262187636549,0.29622906165557095,0.2712262787443888
100,100,61664.072325896734,uniform,0.0972051900895417,0.0021837169070015395,0.3759851096185101,0.40571317211979013,21.90792462135006,12.585917095408083,uniform,61664.072325896734,21.90792462135006,0.3759851096185101,0.0972051900895417,12.585917095408083,0.40571317211979013,0.0021837169070015395
100,100,-1845.9234893230605,uniform,0.1587803058362539,0.3037268834807974,0.18100903424201673,0.3462476631635498,24.07215748515429,41.694214231859256,uniform,-1845.9234893230605,24.07215748515429,0.18100903424201673,0.1587803058362539,41.694214231859256,0.3462476631635498,0.3037268834807974
100,100,57454.23945405448,split,0.5060080436235332,0.27235395977433735,0.5916696302321998,0.18843432263870552,70.68739655862868,17.821765774953548,split,57454.23945405448,70.68739655862868,0.5916696302321998,0.5060080436235332,17.821765774953548,0.18843432263870552,0.27235395977433735
100,100,47567.4173681894,random,0.5913209344196962,0.27180794423229837,0.37633184077387805,0.016153927787859644,48.69675065272423,0.327406121966965,random,47567.4173681894,48.69675065272423,0.37633184077387805,0.5913209344196962,0.327406121966965,0.016153927787859644,0.27180794423229837
100,100,93644.46309757876,zipf,0.8039367927011769,0.17233686272614662,0.6590748815324222,0.2449152603689819,73.82014520285135,27.532710152926565,zipf,93644.46309757876,73.82014520285135,0.6590748815324222,0.8039367927011769,27.532710152926565,0.2449152603689819,0.17233686272614662
100,100,-41872.960559875064,uniform,0.2565734152221028,0.42962581455578475,0.06369872397328598,0.126917418455233,24.028229657927124,39.507580406322205,uniform,-41872.960559875064,24.028229657927124,0.06369872397328598,0.2565734152221028,39.507580406322205,0.126917418455233,0.42962581455578475
100,100,48508.219409855345,uniform,0.08749934745191505,0.029011262788776953,0.9177202233003515,0.08529510751154923,64.40746385903901,5.711840430537714,uniform,48508.219409855345,64.40746385903901,0.9177202233003515,0.08749934745191505,5.711840430537714,0.08529510751154923,0.029011262788776953
100,100,-65894.31948121177,uniform,0.0810647737357638,0.19953629068423615,0.08627202206159393,0.23244986373691212,10.09248758488139,24.619405559994817,uniform,-65894.31948121177,10.09248758488139,0.08627202206159393,0.0810647737357638,24.619405559994817,0.23244986373691212,0.19953629068423615
100,100,63548.45061427218,uniform,0.5671347298527927,0.07690483361825723,0.04576943215747575,0.01835184953134489,30.492987952345707,0.14311259739920215,uniform,63548.45061427218,30.492987952345707,0.04576943215747575,0.5671347298527927,0.14311259739920215,0.01835184953134489,0.07690483361825723
100,100,89838.85932143367,zipf,0.6940550963535153,0.30091262159888865,0.7374793535990272,0.0737550146448766,31.96433340646014,33.99119605785838,zipf,89838.85932143367,31.96433340646014,0.7374793535990272,0.6940550963535153,33.99119605785838,0.0737550146448766,0.30091262159888865
100,100,-626.4746706342848,zipf,0.30397233100299503,0.12263243954514547,0.6292083118473473,0.34983840805067234,76.57029034267752,16.571737995170974,zipf,-626.4746706342848,76.57029034267752,0.6292083118473473,0.30397233100299503,16.571737995170974,0.34983840805067234,0.12263243954514547
100,100,46775.97668871988,zipf,0.6973191487230379,0.19516948858382266,0.7582600855654116,0.1768775476920484,30.57417591643613,24.24106081816178,zipf,46775.97668871988,30.57417591643613,0.7582600855654116,0.6973191487230379,24.24106081816178,0.1768775476920484,0.19516948858382266
100,100,13595.563407207374,uniform,0.38777693598972784,0.24372076354399086,0.21904707640112328,0.13893178686964355,67.11388382806183,8.551640607773976,uniform,13595.563407207374,67.11388382806183,0.21904707640112328,0.38777693598972784,8.551640607773976,0.13893178686964355,0.24372076354399086
100,100,-952.4868331003236,zipf,0.3873896994070328,0.33231406088288756,0.39117387946344456,0.33830992184047215,36.18944003253155,34.81399262189609,zipf,-952.4868331003236,36.18944003253155,0.39117387946344456,0.3873896994070328,34.81399262189609,0.33830992184047215,0.33231406088288756
